case_id,fact_pattern,violence_score,financial_loss_score,victim_vulnerability_score,premeditation_score,public_safety_risk,priors,plea_guilty,mitigating_circumstances,juvenile,court_region,sentence_United States,sentence_United Kingdom,sentence_Canada,sentence_Australia,sentence_Singapore,sentence_India,sentence_Germany,sentence_France,sentence_Italy,sentence_Spain,sentence_Switzerland,sentence_Brazil,sentence_Norway,sentence_Sweden,sentence_Denmark,sentence_Japan,sentence_South Korea,sentence_Saudi Arabia,sentence_Iran,sentence_South Africa
868,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.676,0.963,0.793,0.867,0.421,3,1,0,0,0,329.9,227.7,170.2,186.9,480.0,195.3,159.0,177.3,107.2,114.7,100.9,172.5,69.7,81.4,65.2,78.2,126.6,356.6,360.0,273.0
869,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.125,0.0,0.22,0.043,0,0,1,0,1,22.4,7.5,8.3,7.7,18.7,10.5,7.0,6.2,7.6,6.9,3.8,8.7,2.3,2.4,2.4,4.4,5.5,15.5,14.1,12.3
870,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The offender stole a bicycle valued at $300 parked outside a supermarket. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",1.0,0.158,0.86,0.631,0.874,1,1,1,0,1,197.9,104.9,97.5,90.8,362.7,163.8,78.1,81.2,51.0,69.2,45.4,83.8,33.4,38.2,40.1,31.8,59.1,251.0,178.9,150.1
871,The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users.,0.337,0.417,0.654,0.661,0.934,1,0,0,1,0,124.5,58.1,43.8,50.7,216.7,39.8,41.6,56.4,48.7,42.7,24.8,55.7,15.3,14.6,15.9,32.9,47.6,131.3,145.3,72.7
872,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",1.0,0.054,0.715,0.494,0.896,3,0,0,0,1,360.0,236.6,194.9,179.6,480.0,240.0,177.0,180.0,158.3,167.2,120.2,224.9,88.4,86.2,89.0,144.1,138.3,304.5,360.0,300.0
873,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.007,0.032,0.045,0.06,0.092,2,1,1,0,1,10.7,6.0,4.5,5.0,28.4,6.7,4.7,4.6,3.3,4.4,2.7,5.6,1.6,1.9,2.0,2.3,2.9,14.5,14.6,8.7
874,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The offender stole a bicycle valued at $300 parked outside a supermarket. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.782,0.1,0.913,0.327,0.466,1,1,1,0,1,149.3,71.0,64.0,65.3,288.0,89.6,56.6,64.6,43.1,51.3,34.1,63.5,27.4,28.9,30.3,25.3,39.7,199.3,175.2,113.8
875,"The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger.",0.862,0.224,0.234,0.823,0.733,0,1,1,0,1,124.8,73.4,67.8,68.6,216.0,128.3,55.0,50.2,45.9,51.9,36.3,83.4,27.1,29.6,27.9,22.9,38.8,180.1,171.2,99.2
876,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.27,0.036,0.0,0.0,0.094,0,0,0,0,0,40.0,31.8,20.4,29.1,45.5,36.3,19.5,19.2,19.4,18.6,14.8,23.0,11.1,12.7,11.6,15.7,18.2,53.8,45.1,29.9
877,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic.",0.52,0.006,0.326,0.404,0.94,1,0,0,0,1,197.9,111.3,106.1,97.7,277.7,109.6,84.1,82.5,90.0,70.2,56.7,84.1,40.2,47.6,41.0,68.0,75.7,181.4,176.6,123.2
878,"The offender stole a bicycle valued at $300 parked outside a supermarket. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.442,0.06,0.746,0.231,0.139,0,1,0,1,1,36.3,22.4,16.1,21.4,62.9,28.6,17.8,19.0,12.2,12.6,11.6,19.8,6.8,6.6,9.1,7.7,12.2,63.2,51.0,28.8
879,"The offender stole a bicycle valued at $300 parked outside a supermarket. The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.399,0.333,0.548,0.375,0.823,1,0,0,0,0,260.0,141.3,98.8,112.8,293.0,192.0,86.7,89.6,84.7,90.4,65.1,90.1,42.8,45.9,38.8,65.5,77.2,195.2,157.3,169.9
880,"The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The crime targeted a 7-year-old child who was walking home alone from school.",0.435,0.408,0.963,0.739,0.948,2,1,1,0,1,195.6,103.7,72.2,91.7,323.8,136.0,79.3,83.9,53.8,69.1,44.8,83.9,32.0,40.4,35.3,30.5,56.4,280.5,250.5,216.9
881,"The offender stole a bicycle valued at $300 parked outside a supermarket. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The crime targeted a 7-year-old child who was walking home alone from school.",0.582,0.066,0.996,0.813,0.436,5,0,0,0,1,360.0,240.0,230.7,240.0,480.0,240.0,180.0,180.0,170.4,161.8,111.7,260.6,77.3,78.4,79.8,139.2,165.3,344.7,328.0,261.5
882,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.522,0.022,0.314,0.405,0.999,1,1,0,0,1,145.5,79.6,71.6,85.1,281.1,114.3,69.8,71.5,58.0,60.1,44.8,88.8,38.1,34.6,41.9,34.3,53.8,196.4,140.6,133.5
883,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.352,0.395,0.715,0.74,0.898,2,0,0,1,1,130.0,58.8,46.4,61.5,246.2,118.5,54.7,67.6,49.5,47.6,26.1,68.6,16.1,17.5,21.4,36.3,42.5,196.7,157.0,102.9
884,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic.",0.523,0.021,0.299,0.42,0.994,5,0,0,0,1,360.0,228.9,187.0,160.4,480.0,240.0,147.8,149.3,110.4,130.1,102.6,167.2,67.9,68.3,72.6,106.0,119.7,354.9,296.2,237.6
885,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.",0.801,0.081,0.127,0.348,0.509,3,1,0,0,0,245.5,138.1,122.1,130.2,428.3,162.0,106.3,97.9,78.8,92.1,73.2,109.9,52.4,51.3,53.3,49.3,83.0,279.2,254.6,202.3
886,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound.",0.823,0.375,0.71,0.726,0.868,0,1,0,0,0,127.1,129.3,83.8,77.5,264.6,175.2,95.4,93.0,71.3,76.8,57.7,69.7,49.3,55.0,52.7,48.7,80.6,234.1,194.5,127.5
887,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.288,0.097,0.135,0.668,0.181,0,1,0,0,1,64.6,39.1,30.0,29.3,102.0,43.3,38.7,25.1,29.0,29.5,23.2,36.2,18.7,18.2,17.0,14.8,26.2,72.7,53.6,50.3
888,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.449,0.363,0.884,0.625,0.202,0,1,1,0,1,67.4,50.4,45.8,53.6,153.1,60.4,41.6,39.0,29.5,36.4,30.0,49.8,17.0,20.6,19.4,18.8,30.8,110.5,103.5,66.3
889,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.781,0.33,0.707,0.937,0.457,0,1,0,0,1,116.2,81.5,69.4,92.5,217.3,136.9,81.9,78.7,55.5,59.6,54.9,96.4,41.9,43.9,52.3,35.5,58.6,238.8,162.9,111.0
890,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.821,0.038,0.068,0.265,0.532,0,0,0,1,0,83.4,41.9,30.7,35.1,116.6,30.5,28.2,29.8,30.4,28.4,18.7,38.1,11.5,12.6,15.3,23.5,24.1,97.5,118.2,45.9
891,"The crime targeted a 7-year-old child who was walking home alone from school. The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.",0.967,0.05,0.919,0.466,0.911,0,1,1,0,1,108.4,57.3,56.0,62.4,279.4,124.1,56.7,62.4,53.4,51.8,36.7,73.3,29.5,30.5,34.9,26.4,44.9,182.6,186.5,103.6
892,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The crime targeted a 7-year-old child who was walking home alone from school.",1.0,0.0,0.979,0.454,0.856,5,1,1,0,0,360.0,201.8,145.0,205.9,480.0,240.0,133.7,144.6,112.8,108.0,78.6,130.0,52.7,61.7,69.7,62.5,81.6,360.0,360.0,300.0
893,"The crime targeted a 7-year-old child who was walking home alone from school. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.582,0.0,0.92,0.894,0.393,0,0,0,0,1,117.7,103.1,79.3,86.4,196.0,128.9,71.7,72.9,66.1,74.8,55.2,95.2,43.5,46.1,37.3,62.3,71.4,162.4,109.2,106.4
894,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.627,0.42,0.703,0.804,0.945,0,1,1,0,1,109.7,73.8,62.2,67.9,246.2,106.5,57.2,58.3,38.3,56.4,32.4,61.6,25.9,30.4,24.8,24.7,44.0,195.8,145.5,97.5
895,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.255,0.0,0.0,0.046,0.055,2,1,1,0,0,40.4,21.5,15.5,17.3,71.0,22.0,15.5,15.5,13.1,14.1,8.5,14.7,6.7,8.0,7.9,6.4,11.9,54.4,51.9,33.2
896,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic.",0.454,0.0,0.296,0.369,0.922,0,1,0,0,0,65.7,62.0,57.1,50.7,161.1,66.9,51.4,47.4,48.6,42.7,33.0,51.4,29.6,29.1,30.7,24.9,45.7,139.5,130.7,88.0
897,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.25,0.274,0.131,0.983,0.448,5,1,0,0,0,310.8,124.0,102.3,136.9,460.3,111.1,112.3,109.0,74.0,92.8,68.8,102.0,39.3,46.4,41.7,51.0,88.7,209.3,281.2,159.9
898,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.638,0.342,0.207,0.886,0.413,0,1,1,0,0,120.7,58.4,45.4,59.5,178.7,53.4,42.9,43.6,35.6,38.2,30.4,44.6,21.5,26.1,24.0,20.7,39.8,124.1,165.4,96.2
899,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.234,0.919,0.928,0.875,0.351,1,0,1,0,0,251.1,144.5,89.5,95.4,296.2,141.0,86.5,72.3,71.2,73.1,50.5,90.3,27.0,33.0,28.5,57.5,60.1,250.3,174.7,160.8
900,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.667,0.224,0.946,0.722,0.42,0,1,1,0,0,113.5,62.7,60.6,57.1,202.0,69.1,45.8,46.7,42.1,51.4,36.1,68.2,26.0,26.1,27.1,22.5,36.4,119.1,147.0,76.5
901,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.07,0.352,0.654,0.948,0.361,0,1,0,0,0,73.2,66.9,43.4,48.4,132.5,65.6,49.3,43.7,35.8,37.3,33.4,36.2,22.5,20.3,22.9,24.3,34.5,115.0,103.9,66.7
902,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.124,0.944,0.827,0.916,0.4,4,1,1,0,0,322.1,99.2,84.8,129.9,397.4,87.5,89.8,89.7,72.1,77.4,53.6,90.4,31.6,37.4,34.2,40.9,62.6,263.0,345.1,185.6
903,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.048,0.0,0.14,0.006,0,1,0,0,0,6.3,3.9,3.6,4.2,9.3,6.0,4.3,3.6,3.1,3.3,2.7,3.4,1.5,1.5,1.4,2.0,2.9,9.9,6.4,5.9
904,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.257,0.725,0.303,0.806,0.164,4,0,1,0,0,341.2,126.7,100.3,129.4,375.5,124.8,99.5,87.6,87.5,86.4,55.9,84.0,27.5,33.7,31.8,65.1,75.3,242.5,246.2,191.8
905,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.082,0.154,0.14,0.518,0.701,0,0,0,0,0,69.0,52.9,49.1,44.1,146.4,74.2,39.7,35.5,37.5,34.8,27.4,39.0,19.1,20.9,20.0,35.7,32.2,97.0,99.4,45.9
906,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.444,0.314,0.478,0.412,0.845,2,1,1,0,1,172.4,82.6,58.7,79.0,372.3,130.6,59.0,59.0,48.8,56.4,36.1,70.1,28.4,30.7,30.4,22.3,40.1,199.1,162.3,148.2
907,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.172,0.329,0.923,0.746,0.189,0,0,1,0,1,101.5,55.2,53.6,49.8,162.6,73.4,43.1,41.4,44.6,39.5,26.4,51.7,15.6,18.2,16.9,25.6,34.8,116.7,103.5,66.8
908,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.449,0.713,0.313,0.771,0.191,3,1,0,1,1,141.5,46.6,33.8,34.9,180.7,82.1,39.7,54.4,39.7,33.2,24.0,53.9,12.6,16.0,16.2,18.6,35.9,199.9,205.0,104.9
909,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The offender stole a bicycle valued at $300 parked outside a supermarket.",0.813,0.203,0.175,0.621,0.707,4,1,1,0,1,255.3,163.3,99.6,111.8,480.0,151.8,103.3,104.8,72.4,88.3,56.4,109.5,37.6,46.4,45.6,36.4,69.6,314.2,286.3,165.3
910,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.571,0.364,0.661,0.865,0.88,2,1,1,0,0,275.7,119.8,92.1,114.4,390.5,88.8,85.4,89.0,66.1,82.5,43.3,98.5,33.8,39.3,30.6,38.1,54.6,259.8,254.5,173.8
911,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000.",1.0,0.343,0.244,0.452,0.871,1,0,1,0,0,311.3,178.8,119.4,131.5,418.0,106.1,88.5,94.9,99.7,93.1,57.0,112.4,36.9,48.5,45.0,70.5,66.4,360.0,257.7,172.4
912,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.265,0.0,0.0,0.024,0.126,1,1,1,0,0,38.0,18.7,15.5,15.9,59.9,22.0,12.7,13.0,10.1,11.7,9.6,13.7,6.4,7.8,7.7,6.6,9.4,50.5,52.8,30.2
913,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.259,0.0,0.036,0.0,0.135,0,1,0,0,0,28.2,19.1,20.3,17.1,46.3,18.3,13.6,16.3,10.1,13.6,11.2,21.8,8.8,9.5,10.4,7.8,11.5,40.4,31.2,26.5
914,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The offender stole a bicycle valued at $300 parked outside a supermarket.",0.682,0.12,0.095,0.184,0.368,0,1,0,0,0,58.1,58.3,47.1,58.2,161.8,59.6,53.5,44.9,34.9,47.6,35.3,49.9,28.9,29.8,30.1,22.0,36.0,135.7,109.9,86.0
915,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The crime targeted a 7-year-old child who was walking home alone from school.",0.106,0.763,0.97,0.778,0.335,0,0,1,0,0,129.1,71.1,50.7,65.0,156.6,79.4,50.3,44.7,57.3,49.3,32.0,54.7,21.2,22.9,22.5,35.9,48.3,199.0,115.2,76.1
916,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.098,0.977,0.809,0.949,0.386,0,1,0,0,1,92.8,75.1,59.6,56.0,159.8,119.5,62.1,62.7,53.8,54.3,43.5,77.9,28.4,29.4,29.5,31.5,46.8,189.0,172.7,90.1
917,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.049,0.129,0.0,0.163,0.03,0,0,1,0,0,19.7,12.2,10.1,11.8,21.1,12.5,7.3,7.8,8.3,7.0,4.9,8.0,3.1,3.7,3.1,6.4,7.4,20.1,21.7,17.5
918,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.285,0.048,0.0,0.012,0.109,5,1,0,0,0,126.8,51.2,44.5,63.5,151.3,45.3,39.2,42.0,27.6,34.0,23.2,35.4,18.9,18.8,21.6,15.0,23.9,106.0,108.4,85.4
919,"The offender stole a bicycle valued at $300 parked outside a supermarket. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.415,0.1,0.876,0.25,0.084,0,1,1,0,1,52.0,34.9,32.4,29.7,102.0,38.5,28.8,27.9,22.0,25.4,19.8,41.4,12.9,15.4,15.3,13.4,22.5,84.5,68.3,53.5
